phase,alpha,beta,cv_mse,cv_r2,evaluation,reuse_alpha,clipped_count,seed_index
coarse_grid,1.0,0.1,17713.63002866055,-1.6472688519272214,evaluated,,19813,
coarse_grid,1.0,0.11455149701087121,16465.987442313446,-1.2966023835929212,evaluated,,19026,
coarse_grid,1.0,0.13122045467431637,14241.30014125697,-0.8514966530800366,evaluated,,17307,
coarse_grid,1.0,0.1503149952139011,11588.695296666812,-0.4977830082321273,evaluated,,12710,
coarse_grid,1.0,0.17218807724934312,6351.590123114832,0.1422584261348846,evaluated,,5686,
coarse_grid,1.0,0.1972440201633579,4753.7774279915575,0.39156931426692126,evaluated,,2894,
coarse_grid,1.0,0.22594597786155107,4414.466948346011,0.433623820990404,evaluated,,880,
coarse_grid,1.0,0.2588245000762584,4275.145273418818,0.4580635611543984,evaluated,,301,
coarse_grid,1.0,0.29648733946825756,4280.546535449492,0.45757331210286994,evaluated,,163,
coarse_grid,1.0,0.3396306858085926,4275.682787586925,0.4579173345620842,evaluated,,0,
coarse_grid,1.0,0.3890520349020314,4279.042929138309,0.45794770846051996,evaluated,,0,
coarse_grid,1.0,0.445664930131534,4282.312364994337,0.45720311142345466,evaluated,,0,
coarse_grid,1.0,0.5105158491181254,4279.438629371457,0.4575784790602129,evaluated,,0,
coarse_grid,1.0,0.5848035476425733,4278.614458749001,0.45771912991003455,evaluated,,0,
coarse_grid,1.0,0.6,4280.6876714181635,0.4574210518618693,evaluated,,0,
coarse_grid,1.0,0.669901218397251,4278.114987430203,0.4576790657188677,evaluated,,0,
coarse_grid,1.0,0.7673818741681168,4274.039632426997,0.4583077336015872,evaluated,,0,
coarse_grid,1.0,0.8790474246496578,4278.470008427269,0.45766198602696734,evaluated,,0,
coarse_grid,1.0,1.0069619843716933,4279.343827759747,0.45758672258104877,evaluated,,0,
coarse_grid,1.0,1.1,4281.769233137323,0.45738680485040906,evaluated,,0,
coarse_grid,1.0,1.1534900274281497,4280.278437431225,0.4575231869054819,evaluated,,0,
coarse_grid,1.0,1.3213400942900544,4277.259383178932,0.4577587657758186,evaluated,,0,
coarse_grid,1.0,1.5136148586141145,4278.2883054206995,0.45799192431290353,evaluated,,0,
coarse_grid,1.0,1.6,4277.7869946797655,0.45800049047649116,evaluated,,0,
coarse_grid,1.0,1.733868479521449,4279.278766050797,0.45761824543575896,evaluated,,0,
coarse_grid,1.0,1.9861722994914508,4279.590928470586,0.4575647535876281,evaluated,,0,
coarse_grid,1.0,2.1,4279.938052705108,0.4575300761672274,evaluated,,0,
coarse_grid,1.0,2.2751901022827012,4280.457723374861,0.45744965636322155,evaluated,,0,
coarse_grid,1.0,2.6,4285.525906623555,0.4569176736104317,evaluated,,0,
coarse_grid,1.0,2.6062643220080064,4278.958226631222,0.4576144794442664,evaluated,,0,
coarse_grid,1.0,2.9855147969204046,4274.944389372485,0.458440442279749,evaluated,,0,
coarse_grid,1.0,3.1,4278.774535507005,0.4579109253182358,evaluated,,0,
coarse_grid,1.0,3.419951893353395,4282.758692683114,0.4572317625167204,evaluated,,0,
coarse_grid,1.0,3.6,4277.474402823668,0.4577682016502607,evaluated,,0,
coarse_grid,1.0,3.9176060908879475,4282.161417961543,0.4573231622657426,evaluated,,0,
coarse_grid,1.0,4.1,4282.185771454333,0.4573167973607768,evaluated,,0,
coarse_grid,1.0,4.487676424101213,4277.435490727287,0.4580878705239906,evaluated,,0,
coarse_grid,1.0,4.6,4287.843653680927,0.456509171060621,evaluated,,0,
coarse_grid,1.0,5.1,4297.745335920392,0.45449276672944605,evaluated,,0,
coarse_grid,1.0,5.140700524811874,4287.39414264901,0.45620015218349846,evaluated,,0,
coarse_grid,1.0,5.6,4288.724991363954,0.45597261686711876,evaluated,,0,
coarse_grid,1.0,5.8887494080177145,4299.123853922742,0.4544513776523879,evaluated,,0,
