phase,alpha,beta,cv_mse,cv_r2,evaluation,reuse_alpha,clipped_count,seed_index
coarse_grid,1.0,0.1,24657.62027121194,-3.24858074232584,evaluated,,13670,
coarse_grid,1.0,0.11455149701087121,20706.876406433446,-2.5616442803665054,evaluated,,12943,
coarse_grid,1.0,0.13122045467431637,14097.62139343503,-1.2971997771870312,evaluated,,11625,
coarse_grid,1.0,0.1503149952139011,10963.447427654943,-0.749900255419254,evaluated,,8670,
coarse_grid,1.0,0.17218807724934312,6904.946988867974,-0.07255833219177665,evaluated,,3775,
coarse_grid,1.0,0.1972440201633579,4805.079997686107,0.28602378464563005,evaluated,,1762,
coarse_grid,1.0,0.22594597786155107,4413.275361719354,0.3572647699894603,evaluated,,628,
coarse_grid,1.0,0.2588245000762584,3993.6643533851975,0.4213845335277041,evaluated,,248,
coarse_grid,1.0,0.29648733946825756,3995.15597024367,0.42105513928821814,evaluated,,163,
coarse_grid,1.0,0.3396306858085926,3996.7268937860913,0.4207464129902539,evaluated,,0,
coarse_grid,1.0,0.3890520349020314,3991.5879706589885,0.42172111175458243,evaluated,,0,
coarse_grid,1.0,0.445664930131534,3994.7099538356656,0.42117284854239334,evaluated,,0,
coarse_grid,1.0,0.5105158491181254,3993.6995067474463,0.4213775671937069,evaluated,,0,
coarse_grid,1.0,0.5848035476425733,3995.67238925262,0.42091823505774156,evaluated,,0,
coarse_grid,1.0,0.6,3993.6166069809615,0.42135757670807295,evaluated,,0,
coarse_grid,1.0,0.669901218397251,3995.9467475334486,0.4208996736978917,evaluated,,0,
coarse_grid,1.0,0.7673818741681168,3995.058826856629,0.4210214244375338,evaluated,,0,
coarse_grid,1.0,0.8790474246496578,3995.0424333342003,0.4210738302073719,evaluated,,0,
coarse_grid,1.0,1.0069619843716933,3993.7249940056045,0.4213726745306084,evaluated,,0,
coarse_grid,1.0,1.1,3994.3190805518598,0.4212211555552401,evaluated,,0,
coarse_grid,1.0,1.1534900274281497,3993.4738594403743,0.42138726292944617,evaluated,,0,
coarse_grid,1.0,1.3213400942900544,3994.5318315216455,0.4212116582416475,evaluated,,0,
coarse_grid,1.0,1.5136148586141145,3994.281888003881,0.42122550720954965,evaluated,,0,
coarse_grid,1.0,1.6,3993.28685819644,0.4213888120345321,evaluated,,0,
coarse_grid,1.0,1.733868479521449,3991.500065779924,0.42172232885368355,evaluated,,0,
coarse_grid,1.0,1.9861722994914508,3993.620149688872,0.42138710962383286,evaluated,,0,
coarse_grid,1.0,2.1,3993.6838340839886,0.4213807342101444,evaluated,,0,
coarse_grid,1.0,2.2751901022827012,3993.382025806385,0.4213991242907422,evaluated,,0,
coarse_grid,1.0,2.6,3993.9779552513573,0.4212820090483858,evaluated,,0,
coarse_grid,1.0,2.6062643220080064,3992.8963647929454,0.4214637655585489,evaluated,,0,
coarse_grid,1.0,2.9855147969204046,3995.310051272149,0.42100938940107185,evaluated,,0,
coarse_grid,1.0,3.1,3994.2101203987518,0.4212396113632191,evaluated,,0,
coarse_grid,1.0,3.419951893353395,3995.852629885533,0.42094825505659567,evaluated,,0,
coarse_grid,1.0,3.6,4000.024740486008,0.42014688939336986,evaluated,,0,
